Probdriverdeath,carleft_impdeath,carfront_impdeath,so_lowerhingepillarmaxcm,so_footrestcm,so_lefttoepancm,so_brakepedalcm,so_parkingbrakecm,so_rockerpanellateralaveragecm,so_steeringcolumn,so_upperhingepillarmaxcm,so_upperdashcm,so_lowerinstrumentpanelcm,so_headheadhic15,so_necknecktensionkn,so_maximumnij,so_kneethighhipinjuryrisk,so_maximumtibiaindex,so_tibiaaxialforcekn,so_footaccelerationg,mo_footwellintrusionfootrestcm,mo_brakepedalcm,mo_apillarrearwardmovementcm,mo_headheadhic15,mo_necknecktensionkn,mo_maximumnij,mo_femurkn,mo_kneedisplacementmm,mo_maximumtibiaindex,mo_tibiaaxialforcekn,mo_footaccelerationg,mo_instrpanelrearmovement,mo_footwellintrusion,sd_bpillarto,sd_headhic15,sd_necknecktensionkn,sd_compressionkn,sd_torsomaximumdeflection,sd_averagedeflectionmm,sd_maximumdeflectionratems,sd_maximumviscouscriterionms,sd_pelvisiliacforcekn,sd_acetabulumforcekn,sd_combinedforcekn,sd_leftfemurleftfemurlmforcekn,sd_lmmomentnm,sd_apmomentnm,rf_curbweight,rf_peakforce,rf_strengthtoweightratio,rolloverpossibilityAvg,rolloverpossibilityAvg,med_lengthins,med_widthins,med_heighthins,med_weightlbs,med_epa_combined,RatingsMissing_SO,RatingsMissing_SD,RatingsMissing_MO,RatingsMissing_RF,RatingsMissing_SD_By_Year_FE,RatingsMissing_SO_By_Year_FE,RatingsMissing_MO_By_Year_FE,RatingsMissing_RF_By_Year_FE,RolloverPossYearMissing,floor_iihs_overall_sd,floor_iihs_overall_mo,floor_iihs_overall_so_driver,floor_iihs_overall_rf
9.17e-06,10,32,18,14,7,3,0,8,1,9,10,10,103,1.6,.26,0,.51,1.65,86,7,4,1,163,1.1,.24,1.2,0,2.45,.555,54.5,1,7.666667,-16.5,179,1,.2,48,41,6.32,.76,.9,3.2,3.9,.8,158,59,3275,14508,4.43,.118,.118,190.9,71.8,58.9,3355,25.049999,0,0,0,0,"20080","20080","20080","20080","0",4,4,3,4
4.83e-06,1,5,18,14,7,3,0,8,1,9,10,10,103,1.6,.26,0,.51,1.65,86,7,4,1,163,1.1,.24,1.2,0,2.45,.555,54.5,1,7.666667,-16.5,179,1,.2,48,41,6.32,.76,.9,3.2,3.9,.8,158,59,3275,14508,4.43,.118,.118,190.9,71.8,58.9,3355,25.049999,0,0,0,0,"20090","20090","20090","20090","0",4,4,3,4
.0000123,1,16,18,14,7,3,0,8,1,9,10,10,103,1.6,.26,0,.51,1.65,86,7,4,1,163,1.1,.24,1.2,0,2.45,.555,54.5,1,7.666667,-16.5,179,1,.2,48,41,6.32,.76,.9,3.2,3.9,.8,158,59,3275,14508,4.43,.118,.118,190.9,71.8,58.9,3405,25.049999,0,0,0,0,"20100","20100","20100","20100","0",4,4,3,4
.0000118,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.118,.118,192.6,72.8,58.4,3394,25.049999,1,1,1,1,"20111","20111","20111","20111","0",-99,-99,-99,-99
7.81e-06,8,8,18,14,7,3,0,8,1,9,10,10,103,1.6,.26,0,.51,1.65,86,7,4,1,163,1.1,.24,1.2,0,2.45,.555,54.5,1,7.666667,-16.5,179,1,.2,48,41,6.32,.76,.9,3.2,3.9,.8,158,59,3275,14508,4.43,.118,.118,192.6,72.8,58.4,3400,25.049999,0,0,0,0,"20120","20120","20120","20120","0",4,4,3,4
8.48e-06,2,15,18,14,7,3,0,8,1,9,10,10,103,1.6,.26,0,.51,1.65,86,7,4,1,163,1.1,.24,1.2,0,2.45,.555,54.5,1,7.666667,-16.5,179,1,.2,48,41,6.32,.76,.9,3.2,3.9,.8,158,59,3275,14508,4.43,.118,.118,192.6,72.8,58.4,3400,25.049999,0,0,0,0,"20130","20130","20130","20130","0",4,4,3,4
.0000108,1,8,18,14,7,3,0,8,1,9,10,10,103,1.6,.26,0,.51,1.65,86,7,4,1,163,1.1,.24,1.2,0,2.45,.555,54.5,1,7.666667,-16.5,179,1,.2,48,41,6.32,.76,.9,3.2,3.9,.8,158,59,3275,14508,4.43,.118,.118,192.6,72.8,58.4,3400,25.049999,0,0,0,0,"20140","20140","20140","20140","0",4,4,3,4
.0000112,14,53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,7,0,169,1.2,.26,1.35,4.5,2.25,.605,59.5,0,9,-14.5,612,1,.3,51,49,6.52,1.76,1.7,2.7,4.3,.8,155,37,3088,10982,3.56,.155,.155,173.8,68.8,60.4,2966,29.799999,1,0,0,0,"20070","20071","20070","20070","0",2,4,-99,3
.0000107,5,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,7,0,169,1.2,.26,1.35,4.5,2.25,.605,59.5,0,9,-14.5,612,1,.3,51,49,6.52,1.76,1.7,2.7,4.3,.8,155,37,3088,10982,3.56,.155,.155,173.8,68.8,60.4,2966,26.25,1,0,0,0,"20080","20081","20080","20080","0",2,4,-99,3
.0000126,3,12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,7,0,169,1.2,.26,1.35,4.5,2.25,.605,59.5,0,9,-14.5,612,1,.3,51,49,6.52,1.76,1.7,2.7,4.3,.8,155,37,3088,10982,3.56,.155,.155,173.8,68.8,60.4,2966,26.700001,1,0,0,0,"20090","20091","20090","20090","0",2,4,-99,3
.0000129,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,7,0,169,1.2,.26,1.35,4.5,2.25,.605,59.5,0,9,-14.5,612,1,.3,51,49,6.52,1.76,1.7,2.7,4.3,.8,155,37,3088,10982,3.56,.155,.155,173.8,68.8,60.4,2966,26.6,1,0,0,0,"20100","20101","20100","20100","0",2,4,-99,3
.0000113,3,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,7,0,169,1.2,.26,1.35,4.5,2.25,.605,59.5,0,9,-14.5,612,1,.3,51,49,6.52,1.76,1.7,2.7,4.3,.8,155,37,3088,10982,3.56,.155,.155,173.8,68.8,60.4,2940,27.049999,1,0,0,0,"20110","20111","20110","20110","0",2,4,-99,3
.0000169,0,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,7,0,169,1.2,.26,1.35,4.5,2.25,.605,59.5,0,9,-14.5,612,1,.3,51,49,6.52,1.76,1.7,2.7,4.3,.8,155,37,3088,10982,3.56,.155,.155,173.8,68.8,60.4,2940,27.6,1,0,0,0,"20120","20121","20120","20120","0",2,4,-99,3
.0000101,30,121,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,18,1.6666666,548.33331,1.9000001,.40666667,4.283333,1.333333,4.483333,.965,123.6667,2,21.77778,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,194.9,78.6,68.9,3829,22.15,1,1,0,1,"20051","20051","20050","20051","2005",-99,3,-99,-99
8.54e-06,18,73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,18,1.6666666,548.33331,1.9000001,.40666667,4.283333,1.333333,4.483333,.965,123.6667,2,21.77778,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.169,.169,194.9,78.6,68.9,3829,22.15,1,1,0,1,"20061","20061","20060","20061","0",-99,3,-99,-99
9.07e-06,9,44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,18,1.6666666,548.33331,1.9000001,.40666667,4.283333,1.333333,4.483333,.965,123.6667,2,21.77778,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.169,.169,194.9,78.6,68.9,3829,22.15,1,1,0,1,"20071","20071","20070","20071","0",-99,3,-99,-99
3.61e-06,3,20,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-8,367,2,0,47,34,3.97,.65,3,2.2,4.9,.8,107,19,-99,-99,-99,-99,-99,202.5,78.7,68.9,4321,20.15,0,0,0,1,"20080","20080","20080","20081","2008",4,4,1,-99
6.00e-06,4,12,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-8,367,2,0,47,34,3.97,.65,3,2.2,4.9,.8,107,19,-99,-99,-99,-99,-99,202.5,76.9,68.9,4321,20.15,0,0,0,1,"20090","20090","20090","20091","2009",4,4,1,-99
4.88e-06,3,18,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-8,367,2,0,47,34,3.97,.65,3,2.2,4.9,.8,107,19,-99,-99,-99,-99,-99,202.5,76.9,68.9,4321,20.15,0,0,0,1,"20100","20100","20100","20101","2010",4,4,1,-99
3.67e-06,1,5,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-4,246,1.6,.2,30,29,2.89,.39,2.6,1.9,4.4,1.1,28,133,-99,-99,-99,-99,-99,202.8,78.7,67.9,4510,20.6,0,0,0,1,"20110","20110","20110","20111","2011",4,4,1,-99
5.97e-06,2,17,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-4,246,1.6,.2,30,29,2.89,.39,2.6,1.9,4.4,1.1,28,133,4594,20717,4.51,-99,-99,202.8,78.7,67.9,4510,20.6,0,0,0,0,"20120","20120","20120","20120","2012",4,4,1,4
3.73e-06,2,9,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-4,246,1.6,.2,30,29,2.89,.39,2.6,1.9,4.4,1.1,28,133,4594,20717,4.51,-99,-99,202.8,78.7,67.9,4510,20.6,0,0,0,0,"20130","20130","20130","20130","2013",4,4,1,4
7.11e-06,0,19,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-4,246,1.6,.2,30,29,2.89,.39,2.6,1.9,4.4,1.1,28,133,4594,20717,4.51,-99,-99,202.8,78.7,68.9,4510,20.6,0,0,0,0,"20140","20140","20140","20140","2014",4,4,1,4
3.94e-06,0,6,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-4,246,1.6,.2,30,29,2.89,.39,2.6,1.9,4.4,1.1,28,133,4594,20717,4.51,-99,-99,202.8,78.7,68.9,4510,20.6,0,0,0,0,"20150","20150","20150","20150","2015",4,4,1,4
1.30e-06,0,1,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-4,246,1.6,.2,30,29,2.89,.39,2.6,1.9,4.4,1.1,28,133,4594,20717,4.51,-99,-99,202.8,78.7,68.9,4510,20.6,0,0,0,0,"20160","20160","20160","20160","2016",4,4,1,4
0,0,0,39,25,18,20,36,20,17,35,39,33,230,1.6,.35,50.5,1.595,3.45,79,11,7,1,249,1.3,.28,3.75,2.5,2.15,.52,61.5,2,11.66667,-4,246,1.6,.2,30,29,2.89,.39,2.6,1.9,4.4,1.1,28,133,4594,20717,4.51,-99,-99,203.7,78.7,69,4510,20.6,0,0,0,0,"20170","20170","20170","20170","2017",4,4,1,4
7.58e-06,3,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.111,.111,197.7,75.7,57,3819,20.6,1,1,1,1,"20091","20091","20091","20091","0",-99,-99,-99,-99
.0000114,3,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.111,.111,197.7,75.7,57.1,3720,20.6,1,1,1,1,"20101","20101","20101","20101","0",-99,-99,-99,-99
9.97e-06,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.111,.111,197.7,75.7,57.1,3834,,1,1,1,1,"20111","20111","20111","20111","0",-99,-99,-99,-99
9.45e-06,2,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.111,.111,197.7,75.7,57.1,3834,22.049999,1,1,1,1,"20121","20121","20121","20121","0",-99,-99,-99,-99
.0000154,3,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.111,.111,197.7,75.7,57.1,3834,22.049999,1,1,1,1,"20131","20131","20131","20131","0",-99,-99,-99,-99
.0000103,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.111,.111,197.7,75.7,57.1,3834,22.049999,1,1,1,1,"20141","20141","20141","20141","0",-99,-99,-99,-99
7.39e-06,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.0555,.0555,197.9,75.7,57.5,3834,23.950001,1,1,1,1,"20151","20151","20151","20151","0",-99,-99,-99,-99
2.36e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.111,.111,197.9,75.7,57.5,3885,23.950001,1,1,1,1,"20161","20161","20161","20161","0",-99,-99,-99,-99
0,0,0,24,42,32,25,29,2,8,14,17,18,70,.8,.23,0,1.235,3.6,105,2,3,0,116,1.1,.25,.2,.5,1.75,.555,67,0,3,-19.5,314,1,.3,34,32,2.58,.45,.9,2.3,3.1,1.9,267,29,4149,15240,3.67,.111,.111,197.9,75.7,57.5,3894,23.950001,0,0,0,0,"20170","20170","20170","20170","0",4,4,2,3
.0000125,10,64,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,3,0,149,1.1,.3,.75,0,1.3,.37,54,.5,8.333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.109,.109,200.1,74.5,58.2,3820,22.6,1,1,0,1,"20061","20061","20060","20061","0",-99,4,-99,-99
.0000122,13,45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,3,0,149,1.1,.3,.75,0,1.3,.37,54,.5,8.333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.109,.109,200.1,74.5,58.2,3820,24.15,1,1,0,1,"20071","20071","20070","20071","0",-99,4,-99,-99
9.80e-06,9,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,3,0,149,1.1,.3,.75,0,1.3,.37,54,.5,8.333333,-3,608,2,.1,67,47,7.34,1.96,4.7,3.5,8.3,.5,110,34,-99,-99,-99,.109,.109,200.1,74.5,58.2,3728,21.6,1,0,0,1,"20080","20081","20080","20081","0",1,4,-99,-99
.0000153,5,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,3,0,149,1.1,.3,.75,0,1.3,.37,54,.5,8.333333,-3,608,2,.1,67,47,7.34,1.96,4.7,3.5,8.3,.5,110,34,-99,-99,-99,.109,.109,200.1,74.5,58.2,3728,21.6,1,0,0,1,"20090","20091","20090","20091","0",1,4,-99,-99
.0000111,7,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,3,0,149,1.1,.3,.75,0,1.3,.37,54,.5,8.333333,-3,380,1.1,.4,65,46,9.07,1.85,2.9,3.2,5.9,.6,128,48,-99,-99,-99,.109,.109,200.1,74.5,58.2,3728,21.6,1,0,0,1,"20100","20101","20100","20101","0",2,4,-99,-99
.0000109,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,6,1,90,1.2,.25,1.75,3,1.85,.41,45.5,0,5,-11.5,130,.7,.2,30,23,2.86,.31,1.7,.8,1.8,.7,136,23,4054,21762,5.37,-99,-99,199.9,75,58.4,3961,,1,0,0,0,"20110","20111","20110","20110","2011",4,4,-99,4
8.46e-06,2,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,6,1,90,1.2,.25,1.75,3,1.85,.41,45.5,0,5,-11.5,130,.7,.2,30,23,2.86,.31,1.7,.8,1.8,.7,136,23,4054,21762,5.37,.101,.101,199.9,75,58.4,3961,22.049999,1,0,0,0,"20120","20121","20120","20120","0",4,4,-99,4
7.61e-06,3,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,6,1,90,1.2,.25,1.75,3,1.85,.41,45.5,0,5,-11.5,130,.7,.2,30,23,2.86,.31,1.7,.8,1.8,.7,136,23,4054,21762,5.37,.101,.101,199.9,75,58.4,3961,22.049999,1,0,0,0,"20130","20131","20130","20130","0",4,4,-99,4
8.03e-06,0,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,6,1,90,1.2,.25,1.75,3,1.85,.41,45.5,0,5,-11.5,130,.7,.2,30,23,2.86,.31,1.7,.8,1.8,.7,136,23,4054,21762,5.37,.0673333,.0673333,199.9,75,58.4,4000,22.049999,1,0,0,0,"20140","20141","20140","20140","0",4,4,-99,4
7.32e-06,3,4,17,33,26,22,23,3,9,11,15,14,222,1,.29,.5,.895,3.85,84,3,6,1,90,1.2,.25,1.75,3,1.85,.41,45.5,0,5,-11.5,130,.7,.2,30,23,2.86,.31,1.7,.8,1.8,.7,136,23,4054,21762,5.37,.0673333,.0673333,198.4,75,58.3,3986.5,23,0,0,0,0,"20150","20150","20150","20150","0",4,4,2,4
5.48e-06,0,6,17,33,26,22,23,3,9,11,15,14,222,1,.29,.5,.895,3.85,84,3,6,1,90,1.2,.25,1.75,3,1.85,.41,45.5,0,5,-11.5,130,.7,.2,30,23,2.86,.31,1.7,.8,1.8,.7,136,23,4054,21762,5.37,.101,.101,198.4,75,58.3,4025.5,23,0,0,0,0,"20160","20160","20160","20160","0",4,4,2,4
0,0,0,17,33,26,22,23,3,9,11,15,14,222,1,.29,.5,.895,3.85,84,3,6,1,90,1.2,.25,1.75,3,1.85,.41,45.5,0,5,-11.5,130,.7,.2,30,23,2.86,.31,1.7,.8,1.8,.7,136,23,4054,21762,5.37,.101,.101,198.4,75,58.3,4024.5,22.775001,0,0,0,0,"20170","20170","20170","20170","0",4,4,2,4
.000011,10,36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.5,4,0,146,1.1,.26,3.225,5,3.6,.7875,69,.25,6.166667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4321,13938,3.23,.185,.185,218.8,71.6,68.6,4306,18.700001,1,1,0,0,"20051","20051","20050","20050","0",-99,3,-99,2
.0000117,2,41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.5,4,0,146,1.1,.26,3.225,5,3.6,.7875,69,.25,6.166667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4321,13938,3.23,.185,.185,218.8,71.6,68.6,4261,18.700001,1,1,0,0,"20061","20061","20060","20060","0",-99,3,-99,2
.00001,1,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.5,4,0,146,1.1,.26,3.225,5,3.6,.7875,69,.25,6.166667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4321,13938,3.23,.185,.185,218.8,71.7,68.6,4261,18.700001,1,1,0,0,"20071","20071","20070","20070","0",-99,3,-99,2
.0000124,0,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.5,4,0,146,1.1,.26,3.225,5,3.6,.7875,69,.25,6.166667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4321,13938,3.23,.185,.185,218.5,71.7,68.65,4338.5,18.700001,1,1,0,0,"20081","20081","20080","20080","0",-99,3,-99,2
.0000157,3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.5,4,0,146,1.1,.26,3.225,5,3.6,.7875,69,.25,6.166667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4321,13938,3.23,.185,.185,218.5,71.7,68.65,4268,17.799999,1,1,0,0,"20091","20091","20090","20090","0",-99,3,-99,2
.0000108,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.5,4,0,146,1.1,.26,3.225,5,3.6,.7875,69,.25,6.166667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4321,13938,3.23,-99,-99,218.5,71.7,68.65,4268,17.25,1,1,0,0,"20101","20101","20100","20100","2010",-99,3,-99,2
5.61e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.5,4,0,146,1.1,.26,3.225,5,3.6,.7875,69,.25,6.166667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4321,13938,3.23,.185,.185,218.5,71.7,68.65,4268,17.25,1,1,0,0,"20111","20111","20110","20110","0",-99,3,-99,2
6.20e-06,2,12,28,10,3.5,3,,1.5,5,10.5,11,11,185,1.0500001,.215,0,.7,2.65,54.5,3,3,0,224,1.6,.25,1.05,1.5,2.15,.33,68.5,0,3,-19,135,.6,.4,45,42,4.8,.8,1.6,2,3.5,1.1,132,42,3330,16554,4.97,.107,.107,183.9,72,57.7,3186,29.950001,0,0,0,0,"20130","20130","20130","20130","0",4,4,3,4
7.97e-06,1,5,28,10,3.5,3,,1.5,5,10.5,11,11,185,1.0500001,.215,0,.7,2.65,54.5,3,3,0,224,1.6,.25,1.05,1.5,2.15,.33,68.5,0,3,-19,135,.6,.4,45,42,4.8,.8,1.6,2,3.5,1.1,132,42,3330,16554,4.97,.107,.107,183.9,72,57.7,3186,29.950001,0,0,0,0,"20140","20140","20140","20140","0",4,4,3,4
6.20e-06,0,7,28,10,3.5,3,,1.5,5,10.5,11,11,185,1.0500001,.215,0,.7,2.65,54.5,3,3,0,224,1.6,.25,1.05,1.5,2.15,.33,68.5,0,3,-19,135,.6,.4,45,42,4.8,.8,1.6,2,3.5,1.1,132,42,3330,16554,4.97,.107,.107,183.9,72,57.7,3186,29.950001,0,0,0,0,"20150","20150","20150","20150","0",4,4,3,4
8.56e-06,0,6,28,10,3.5,3,,1.5,5,10.5,11,11,185,1.0500001,.215,0,.7,2.65,54.5,3,3,0,224,1.6,.25,1.05,1.5,2.15,.33,68.5,0,3,-19,135,.6,.4,45,42,4.8,.8,1.6,2,3.5,1.1,132,42,3330,16554,4.97,.107,.107,183.9,72,57.7,3122,29.950001,0,0,0,0,"20160","20160","20160","20160","0",4,4,3,4
.0000124,10,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.2015,.2015,200.8,76,74.3,4713,18.25,1,1,1,1,"20051","20051","20051","20051","0",-99,-99,-99,-99
8.43e-06,6,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.2015,.2015,200.8,76,74.3,4713,18.25,1,1,1,1,"20061","20061","20061","20061","0",-99,-99,-99,-99
3.47e-06,0,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.2015,.2015,200.8,76,74.3,4619,18.25,1,1,1,1,"20071","20071","20071","20071","0",-99,-99,-99,-99
7.48e-06,2,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.2015,.2015,200.8,76,74.3,4625,16.25,1,1,1,1,"20081","20081","20081","20081","0",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.2015,.2015,200.8,76,74.3,5143.5,18.575,1,1,1,1,"20091","20091","20091","20091","0",-99,-99,-99,-99
